JR2000_00.smf,-1,color not exists,0,0,1,0,0,1,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,1,-1,
JR2000_00.smf,0,color not exists,1,0,1,0,0,1,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,1,-1,
JR2000_00.smf,0,color not exists,2,0,1,0,0,1,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,1,-1,
JR2000_00.smf,0,color not exists,3,0,1,0,0,1,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,1,-1,
JR2000_00.smf,0,color not exists,4,0,1,0,0,1,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0,-1,
JR2000_00.smf,0,color not exists,5,0,1,0,0,1,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0,-1,
JR2000_00.smf,0,color not exists,6,0,1,0,0,1,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0,-1,
JR2000_00.smf,0,color not exists,7,0,1,0,0,1,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0,-1,
JR2000_00.smf,0,color not exists,8,0,1,0,0,1,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0,-1,
JR2000_00.smf,0,color not exists,9,0,1,0,0,1,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0,-1,
JR2000_00.smf,0,color not exists,10,0,1,0,0,1,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0,-1,
JR2000_00.smf,0,color not exists,11,0,1,0,0,1,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0,-1,
JR2000_00.smf,0,color not exists,12,0,1,0,0,0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0,-1,
JR2000_00.smf,0,color not exists,12,1,1,0,0,0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0,-1,
JR2000_00.smf,0,color not exists,12,2,1,0,0,1,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0,-1,
JR2000_00.smf,0,color not exists,12,3,1,0,0,1,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,1,-1,
JR2000_00.smf,0,color not exists,12,4,1,0,0,1,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0,-1,
JR2000_00.smf,0,color not exists,12,5,1,0,0,1,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0,-1,
